Principio Attivo,Descrizione Gruppo,Denominazione e Confezione,Titolare AIC,AIC,ATC CODE,Codice Gruppo Equivalenza,Class,4.1 Therapeutic indications,4.2 Posology and method of administration,4.3 Contraindications,4.4 Special warnings and precautions for use,4.5 Interactions with other medicinal products,"4.6 Fertility, pregnancy and lactation",4.7 Effects on ability to drive and use machines,4.8 Undesirable effects (side effects),4.9 Overdose,6.2 Incompatibilities
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr riv 5 mg,SANDOZ SpA,40333229,N05AH03 - OLANZAPINA,FNB,A,Adulti Olanzapina è indicata per il trattamento della schizofrenia,Adulti Schizofrenia: Il dosaggio iniziale raccomandato di olanzapina è 10 mg al giorno,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr 5 mg,AUROBINDO PHARMA ITALIA Srl,40429146,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr orodispers 5 mg,TEVA B.V.,40470231,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,LAZAPIR*28 cpr orodispers 5 mg,NEURAXPHARM ITALY SpA,40532018,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr orodispers 5 mg,EG SpA,40771115,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr riv 5 mg,ZENTIVA ITALIA Srl,40830061,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr orodispers 5 mg,ZENTIVA ITALIA Srl,40830150,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr riv 5 mg,CHEPLAPHARM REGISTRATION GMBH,40870053,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr orodispers 5 mg,CHEPLAPHARM REGISTRATION GMBH,40870255,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,ZALASTA*28 cpr 5 mg,KRKA D.D.NOVO MESTO,41011077,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,ZALASTA*28 cpr orodispers 5 mg,KRKA D.D.NOVO MESTO,41011331,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr orodispers 5 mg,TOWA PHARMACEUTICAL SpA,41288010,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr riv 5 mg,ACCORD HEALTHCARE SLU,41598057,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr orodispers 5 mg,AUROBINDO PHARMA ITALIA Srl,41954049,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,ZYPREXA VELOTAB*28 cpr orodispers 5 mg,BB FARMA Srl,42192017,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr orodispers 5 mg,MYLAN SpA,42420012,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr 5 mg,TOWA PHARMACEUTICAL SpA,42681039,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr riv 5 mg,BB FARMA Srl,43038013,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,ZYPREXA VELOTAB*28 cpr orodispers 5 mg,GENERAL PHARMA SOLUTIONS SpA,44423010,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,OLAZAX DISPERZI*28 cpr orodispers 5 mg,GLENMARK PHARMACEUTICALS S.R.O,45680016,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,OLAZAX*28 cpr 5 mg,GLENMARK PHARMACEUTICALS S.R.O,45681018,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,FARPENTA*28 cpr riv 5 mg,DOUBLE-E PHARMA LTD,47486030,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 5MG 28 UNITA' USO ORALE,FARPENTA*28 cpr orodispers 5 mg,DOUBLE-E PHARMA LTD,47486117,,FNB,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,ZYPREXA*28 cpr riv 10 mg,CHEPLAPHARM REGISTRATION GMBH,33638091,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,ZYPREXA VELOTAB*28 cpr orodispers 10 mg,CHEPLAPHARM REGISTRATION GMBH,33638127,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr riv 10 mg,MYLAN PHARMACEUTICALS LIMITED,39034196,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr riv 10 mg,DOC GENERICI Srl,39949045,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr orodispers 10 mg,DOC GENERICI Srl,39987033,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr riv 10 mg,EG SpA,40089132,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr riv 10 mg,SUN PHARMACEUTICAL IND.EU.B.V.,40223101,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr orodispers 10 mg,SUN PHARMACEUTICAL IND.EU.B.V.,40223202,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr riv 10 mg,SANDOZ SpA,40333395,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr 10 mg,AUROBINDO PHARMA ITALIA Srl,40429250,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr orodispers 10 mg,TEVA B.V.,40470270,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,LAZAPIR*28 cpr orodispers 10 mg,NEURAXPHARM ITALY SpA,40532020,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr orodispers 10 mg,EG SpA,40771267,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr riv 10 mg,ZENTIVA ITALIA Srl,40830109,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr orodispers 10 mg,ZENTIVA ITALIA Srl,40830212,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr riv 10 mg,CHEPLAPHARM REGISTRATION GMBH,40870139,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr orodispers 10 mg,CHEPLAPHARM REGISTRATION GMBH,40870293,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,ZALASTA*28 cpr 10 mg,KRKA D.D.NOVO MESTO,41011180,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,ZALASTA*28 cpr orodispers 10 mg,KRKA D.D.NOVO MESTO,41011432,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr orodispers 10 mg,TOWA PHARMACEUTICAL SpA,41288022,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr riv 10 mg,ACCORD HEALTHCARE SLU,41598133,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr orodispers 10 mg,AUROBINDO PHARMA ITALIA Srl,41954177,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr orodispers 10 mg,MYLAN SpA,42420113,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLANZAPINA*28 cpr 10 mg,TOWA PHARMACEUTICAL SpA,42681078,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLAZAX DISPERZI*28 cpr orodispers 10 mg,GLENMARK PHARMACEUTICALS S.R.O,45680030,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,OLAZAX*28 cpr 10 mg,GLENMARK PHARMACEUTICALS S.R.O,45681032,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,FARPENTA*28 cpr riv 10 mg,DOUBLE-E PHARMA LTD,47486067,,FNC,A,,,,,,,,,,N.A
Olanzapina,OLANZAPINA 10MG 28 UNITA' USO ORALE,FARPENTA*28 cpr orodispers 10 mg,DOUBLE-E PHARMA LTD,47486131,,FNC,A,,,,,,,,,,N.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,PLAUNAC*28 cpr riv 10 mg,MENARINI INTERNAT. O.L.S.A,36025017,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLPRESS*28 cpr riv 10 mg,MENARINI INTERNAT. O.L.S.A,36026019,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMETEC*28 cpr riv 10 mg,DAIICHI SANKYO ITALIA SpA,36027011,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN*28 cpr riv 10 mg,DOC GENERICI Srl,42368023,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,MYLAN SpA,43112022,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,TEVA ITALIA Srl,43236025,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,EG SpA,43918046,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,AUROBINDO PHARMA ITALIA Srl,43932021,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,LABORATORI ALTER Srl,44170025,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,ACCORD HEALTHCARE SLU,44174023,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN*28 cpr riv 10 mg,HCS BVBA,44234033,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,ZENTIVA ITALIA Srl,44390021,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,SANDOZ SpA,44399044,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,IDALMAN*28 cpr riv 10 mg,I.B.N. SAVIO Srl,44590026,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMEDIE*28 cpr riv 10 mg,C.T. LAB.FARMACEUTICO Srl,45005016,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,TOWA PHARMACEUTICAL SpA,45149010,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,CARDOL*28 cpr riv 10 mg,S.F. GROUP Srl,49849019,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,TEVA B.V.,50058027,,PLA,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,PLAUNAC*28 cpr riv 20 mg,MENARINI INTERNAT. O.L.S.A,36025068,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLPRESS*28 cpr riv 20 mg,MENARINI INTERNAT. O.L.S.A,36026060,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMETEC*28 cpr riv 20 mg,DAIICHI SANKYO ITALIA SpA,36027062,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN*28 cpr riv 20 mg,DOC GENERICI Srl,42368035,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,MYLAN SpA,43112097,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,TEVA ITALIA Srl,43236088,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,EG SpA,43918147,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,AUROBINDO PHARMA ITALIA Srl,43932058,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,LABORATORI ALTER Srl,44170052,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,ACCORD HEALTHCARE SLU,44174100,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN*28 cpr riv 20 mg,HCS BVBA,44234146,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,ZENTIVA ITALIA Srl,44390122,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,SANDOZ SpA,44399119,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,IDALMAN*28 cpr riv 20 mg,I.B.N. SAVIO Srl,44590091,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMEDIE*28 cpr riv 20 mg,C.T. LAB.FARMACEUTICO Srl,45005028,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,TOWA PHARMACEUTICAL SpA,45149022,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,CARDOL*28 cpr riv 20 mg,S.F. GROUP Srl,49849021,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,TEVA B.V.,50058066,,PLB,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,PLAUNAC*28 cpr riv 40 mg,MENARINI INTERNAT. O.L.S.A,36025118,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLPRESS*28 cpr riv 40 mg,MENARINI INTERNAT. O.L.S.A,36026110,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMETEC*28 cpr riv 40 mg,DAIICHI SANKYO ITALIA SpA,36027112,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMESARTAN*28 cpr riv 40 mg,DOC GENERICI Srl,42368047,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 40 mg,MYLAN SpA,43112186,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 40 mg,TEVA ITALIA Srl,43236140,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 40 mg,EG SpA,43918248,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 40 mg,AUROBINDO PHARMA ITALIA Srl,43932084,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 40 mg,LABORATORI ALTER Srl,44170102,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 40 mg,ACCORD HEALTHCARE SLU,44174187,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMESARTAN*28 cpr riv 40 mg,HCS BVBA,44234250,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 40 mg,ZENTIVA ITALIA Srl,44390223,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 40 mg,SANDOZ SpA,44399184,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,IDALMAN*28 cpr riv 40 mg,I.B.N. SAVIO Srl,44590166,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMEDIE*28 cpr riv 40 mg,C.T. LAB.FARMACEUTICO Srl,45005030,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 40 mg,TOWA PHARMACEUTICAL SpA,45149034,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,CARDOL*28 cpr riv 40 mg,S.F. GROUP Srl,49849033,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 40 mg,TEVA B.V.,50058116,,PLC,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 20+5MG 28 UNITA' USO ORALE,GIANT*28 cpr riv 20 mg + 5 mg,MENARINI INTERNAT. O.L.S.A,38946012,,PMA,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 20+5MG 28 UNITA' USO ORALE,BIVIS*28 cpr riv 20 mg + 5 mg,MENARINI INTERNAT. O.L.S.A,38947026,,PMA,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 20+5MG 28 UNITA' USO ORALE,SEVIKAR*28 cpr riv 20 mg + 5 mg,DAIICHI SANKYO ITALIA SpA,38983021,,PMA,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 20+5MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL E AMLODIPINA*28 cpr riv 20 mg + 5 mg,SANDOZ SpA,45119031,,PMA,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 20+5MG 28 UNITA' USO ORALE,OLMAMPID*28 cpr riv 20 mg + 5 mg,MYLAN SpA,45120021,,PMA,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 20+5MG 28 UNITA' USO ORALE,OLMESARTAN E AMLODIPINA*28 cpr riv 20 mg + 5 mg,ZENTIVA ITALIA Srl,45162029,,PMA,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 20+5MG 28 UNITA' USO ORALE,OLMESARTAN E AMLODIPINA*28 cpr riv 20 mg + 5 mg,HCS BVBA,45340027,,PMA,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 20+5MG 28 UNITA' USO ORALE,OLMESARTAN E AMLODIPINA*28 cpr riv 20 mg + 5 mg,TOWA PHARMACEUTICAL SpA,45398017,,PMA,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 20+5MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL E AMLODIPINA*28 cpr riv 20 mg + 5 mg,TEVA B.V.,45512100,,PMA,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 20+5MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL E AMLODIPINA*28 cpr riv 20 mg + 5 mg,ACCORD HEALTHCARE SLU,45710011,,PMA,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 20+5MG 28 UNITA' USO ORALE,OLMESARTAN E AMLODIPINA*28 cpr riv 20 mg + 5 mg,DOC GENERICI Srl,45832019,,PMA,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 20+5MG 28 UNITA' USO ORALE,OLMESARTAN E AMLODIPINA*28 cpr riv 20 mg + 5 mg,EG SpA,45934039,,PMA,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 20+5MG 28 UNITA' USO ORALE,OLSART*28 cpr riv 20 mg + 5 mg,S.F. GROUP Srl,46184014,,PMA,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 20+5MG 28 UNITA' USO ORALE,OLMESARTAN E AMLODIPINA*28 cpr riv 20 mg + 5 mg,AUROBINDO PHARMA ITALIA Srl,49444019,,PMA,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 40+10MG 28 UNITA' USO ORALE,GIANT*28 cpr riv 40 mg + 10 mg,MENARINI INTERNAT. O.L.S.A,38946137,,PMB,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 40+10MG 28 UNITA' USO ORALE,BIVIS*28 cpr riv 40 mg + 10 mg,MENARINI INTERNAT. O.L.S.A,38947242,,PMB,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 40+10MG 28 UNITA' USO ORALE,SEVIKAR*28 cpr riv 40 mg + 10 mg,DAIICHI SANKYO ITALIA SpA,38983247,,PMB,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 40+10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL E AMLODIPINA*28 cpr riv 40 mg + 10 mg,SANDOZ SpA,45119221,,PMB,A,,,,,,,,,,E.A
Olmesartan medoxomil/amlodipina,OLMESARTAN MEDOXOMIL+AMLODIPINA 40+10MG 28 UNITA' USO ORALE,OLMAMPID*28 cpr riv 40 mg + 10 mg,MYLAN SpA,45120159,,PMB,A,,,,,,,,,,E.A
